,Year,Region,Round,Seed,Team,Location,OpponentSeed,Opponent,WinningTeam
1848,1988,west,1,2,UNC,"Salt Lake City, UT",15,North Texas,UNC
1849,1988,west,2,1,Arizona,"Los Angeles, CA",8,Seton Hall,Arizona
1850,1988,west,2,5,Iowa,"Los Angeles, CA",4,UNLV,Iowa
1851,1988,west,2,6,Florida,"Salt Lake City, UT",3,Michigan,Michigan
1852,1988,west,2,10,Loyola Marymount,"Salt Lake City, UT",2,UNC,UNC
1853,1988,west,3,1,Arizona,"Seattle, WA",5,Iowa,Arizona
1854,1988,west,3,3,Michigan,"Seattle, WA",2,UNC,UNC
1855,1988,west,4,1,Arizona,"Seattle, WA",2,UNC,Arizona
1856,1988,final four,5,6,Kansas,"Kansas City, MO",2,Duke,Kansas
1857,1988,final four,5,1,Arizona,"Kansas City, MO",1,Oklahoma,Oklahoma
1858,1988,final four,6,6,Kansas,"Kansas City, MO",1,Oklahoma,Kansas
1859,1987,east,1,1,UNC,"Charlotte, NC",16,Penn,UNC
1860,1987,east,1,8,Navy,"Charlotte, NC",9,Michigan,Michigan
1861,1987,east,1,5,Notre Dame,"Charlotte, NC",12,Middle Tennessee,Notre Dame
1862,1987,east,1,4,Texas Christian,"Charlotte, NC",13,Marshall,Texas Christian
1863,1987,east,1,6,Florida,"Syracuse, NY",11,North Carolina State,Florida
1864,1987,east,1,3,Purdue,"Syracuse, NY",14,Northeastern,Purdue
1865,1987,east,1,7,West Virginia,"Syracuse, NY",10,Western Kentucky,Western Kentucky
1866,1987,east,1,2,Syracuse,"Syracuse, NY",15,Georgia Southern,Syracuse
1867,1987,east,2,1,UNC,"Charlotte, NC",9,Michigan,UNC
1868,1987,east,2,5,Notre Dame,"Charlotte, NC",4,Texas Christian,Notre Dame
1869,1987,east,2,6,Florida,"Syracuse, NY",3,Purdue,Florida
1870,1987,east,2,10,Western Kentucky,"Syracuse, NY",2,Syracuse,Syracuse
1871,1987,east,3,1,UNC,"East Rutherford, NJ",5,Notre Dame,UNC
1872,1987,east,3,6,Florida,"East Rutherford, NJ",2,Syracuse,Syracuse
1873,1987,east,4,1,UNC,"East Rutherford, NJ",2,Syracuse,Syracuse
1874,1987,midwest,1,1,Indiana,"Indianapolis, IN",16,Fairfield,Indiana
1875,1987,midwest,1,8,Auburn,"Indianapolis, IN",9,San Diego,Auburn
1876,1987,midwest,1,5,Duke,"Indianapolis, IN",12,Texas A&M;,Duke
1877,1987,midwest,1,4,Missouri,"Indianapolis, IN",13,Xavier,Xavier
1878,1987,midwest,1,6,St. John's (NY),"Chicago, IL",11,Wichita State,St. John's (NY)
1879,1987,midwest,1,3,DePaul,"Chicago, IL",14,Louisiana Tech,DePaul
1880,1987,midwest,1,7,Georgia Tech,"Chicago, IL",10,LSU,LSU
1881,1987,midwest,1,2,Temple,"Chicago, IL",15,Southern,Temple
1882,1987,midwest,2,1,Indiana,"Indianapolis, IN",8,Auburn,Indiana
1883,1987,midwest,2,5,Duke,"Indianapolis, IN",13,Xavier,Duke
1884,1987,midwest,2,6,St. John's (NY),"Chicago, IL",3,DePaul,DePaul
1885,1987,midwest,2,10,LSU,"Chicago, IL",2,Temple,LSU
1886,1987,midwest,3,1,Indiana,"Cincinnati, OH",5,Duke,Indiana
1887,1987,midwest,3,3,DePaul,"Cincinnati, OH",10,LSU,LSU
1888,1987,midwest,4,1,Indiana,"Cincinnati, OH",10,LSU,Indiana
1889,1987,southeast,1,1,Georgetown,"Atlanta, GA",16,Bucknell,Georgetown
1890,1987,southeast,1,8,Kentucky,"Atlanta, GA",9,Ohio State,Ohio State
1891,1987,southeast,1,5,Kansas,"Atlanta, GA",12,Houston,Kansas
1892,1987,southeast,1,4,Clemson,"Atlanta, GA",13,Missouri State,Missouri State
1893,1987,southeast,1,6,Providence,"Birmingham, AL",11,Alabama-Birmingham,Providence
1894,1987,southeast,1,3,Illinois,"Birmingham, AL",14,Austin Peay,Austin Peay
1895,1987,southeast,1,7,New Orleans,"Birmingham, AL",10,BYU,New Orleans
1896,1987,southeast,1,2,Alabama,"Birmingham, AL",15,North Carolina A&T;,Alabama
1897,1987,southeast,2,1,Georgetown,"Atlanta, GA",9,Ohio State,Georgetown
1898,1987,southeast,2,5,Kansas,"Atlanta, GA",13,Missouri State,Kansas
1899,1987,southeast,2,6,Providence,"Birmingham, AL",14,Austin Peay,Providence
1900,1987,southeast,2,7,New Orleans,"Birmingham, AL",2,Alabama,Alabama
1901,1987,southeast,3,1,Georgetown,"Louisville, KY",5,Kansas,Georgetown
1902,1987,southeast,3,6,Providence,"Louisville, KY",2,Alabama,Providence
1903,1987,southeast,4,1,Georgetown,"Louisville, KY",6,Providence,Providence
1904,1987,west,1,1,UNLV,"Salt Lake City, UT",16,Idaho State,UNLV
1905,1987,west,1,8,Georgia,"Salt Lake City, UT",9,Kansas State,Kansas State
1906,1987,west,1,5,Virginia,"Salt Lake City, UT",12,Wyoming,Wyoming
1907,1987,west,1,4,UCLA,"Salt Lake City, UT",13,Central Michigan,UCLA
1908,1987,west,1,6,Oklahoma,"Tucson, AZ",11,Tulsa,Oklahoma
1909,1987,west,1,3,Pitt,"Tucson, AZ",14,Marist,Pitt
1910,1987,west,1,7,UTEP,"Tucson, AZ",10,Arizona,UTEP
1911,1987,west,1,2,Iowa,"Tucson, AZ",15,Santa Clara,Iowa
1912,1987,west,2,1,UNLV,"Salt Lake City, UT",9,Kansas State,UNLV
1913,1987,west,2,12,Wyoming,"Salt Lake City, UT",4,UCLA,Wyoming
1914,1987,west,2,6,Oklahoma,"Tucson, AZ",3,Pitt,Oklahoma
1915,1987,west,2,7,UTEP,"Tucson, AZ",2,Iowa,Iowa
1916,1987,west,3,1,UNLV,"Seattle, WA",12,Wyoming,UNLV
1917,1987,west,3,6,Oklahoma,"Seattle, WA",2,Iowa,Iowa
1918,1987,west,4,1,UNLV,"Seattle, WA",2,Iowa,UNLV
1919,1987,final four,5,1,Indiana,"New Orleans, LA",1,UNLV,Indiana
1920,1987,final four,5,6,Providence,"New Orleans, LA",2,Syracuse,Syracuse
1921,1987,final four,6,1,Indiana,"New Orleans, LA",2,Syracuse,Indiana
1922,1986,east,1,1,Duke,"Greensboro, NC",16,Mississippi Valley State,Duke
1923,1986,east,1,8,Old Dominion,"Greensboro, NC",9,West Virginia,Old Dominion
1924,1986,east,1,5,Virginia,"Greensboro, NC",12,DePaul,DePaul
1925,1986,east,1,4,Oklahoma,"Greensboro, NC",13,Northeastern,Oklahoma
1926,1986,east,1,6,St. Joseph's,"Syracuse, NY",11,Richmond,St. Joseph's
1927,1986,east,1,3,Indiana,"Syracuse, NY",14,Cleveland State,Cleveland State
1928,1986,east,1,7,Navy,"Syracuse, NY",10,Tulsa,Navy
1929,1986,east,1,2,Syracuse,"Syracuse, NY",15,Brown,Syracuse
1930,1986,east,2,1,Duke,"Greensboro, NC",8,Old Dominion,Duke
1931,1986,east,2,12,DePaul,"Greensboro, NC",4,Oklahoma,DePaul
1932,1986,east,2,6,St. Joseph's,"Syracuse, NY",14,Cleveland State,Cleveland State
1933,1986,east,2,7,Navy,"Syracuse, NY",2,Syracuse,Navy
1934,1986,east,3,1,Duke,"East Rutherford, NJ",12,DePaul,Duke
1935,1986,east,3,14,Cleveland State,"East Rutherford, NJ",7,Navy,Navy
1936,1986,east,4,1,Duke,"East Rutherford, NJ",7,Navy,Duke
1937,1986,midwest,1,1,Kansas,"Dayton, OH",16,North Carolina A&T;,Kansas
1938,1986,midwest,1,8,Jacksonville,"Dayton, OH",9,Temple,Temple
1939,1986,midwest,1,5,Michigan State,"Dayton, OH",12,Washington,Michigan State
1940,1986,midwest,1,4,Georgetown,"Dayton, OH",13,Texas Tech,Georgetown
1941,1986,midwest,1,6,North Carolina State,"Minneapolis, MN",11,Iowa,North Carolina State
1942,1986,midwest,1,3,Notre Dame,"Minneapolis, MN",14,Arkansas-Little Rock,Arkansas-Little Rock
1943,1986,midwest,1,7,Iowa State,"Minneapolis, MN",10,Miami (OH),Iowa State
1944,1986,midwest,1,2,Michigan,"Minneapolis, MN",15,Akron,Michigan
1945,1986,midwest,2,1,Kansas,"Dayton, OH",9,Temple,Kansas
1946,1986,midwest,2,5,Michigan State,"Dayton, OH",4,Georgetown,Michigan State
1947,1986,midwest,2,6,North Carolina State,"Minneapolis, MN",14,Arkansas-Little Rock,North Carolina State
1948,1986,midwest,2,7,Iowa State,"Minneapolis, MN",2,Michigan,Iowa State
1949,1986,midwest,3,1,Kansas,"Kansas City, MO",5,Michigan State,Kansas
1950,1986,midwest,3,6,North Carolina State,"Kansas City, MO",7,Iowa State,North Carolina State
1951,1986,midwest,4,1,Kansas,"Kansas City, MO",6,North Carolina State,Kansas
1952,1986,southeast,1,1,Kentucky,"Charlotte, NC",16,Davidson,Kentucky
1953,1986,southeast,1,8,Western Kentucky,"Charlotte, NC",9,Nebraska,Western Kentucky
1954,1986,southeast,1,5,Alabama,"Charlotte, NC",12,Xavier,Alabama
1955,1986,southeast,1,4,Illinois,"Charlotte, NC",13,Fairfield,Illinois
1956,1986,southeast,1,6,Purdue,"Baton Rouge, LA",11,LSU,LSU
1957,1986,southeast,1,3,Memphis,"Baton Rouge, LA",14,Ball State,Memphis
1958,1986,southeast,1,7,Virginia Tech,"Baton Rouge, LA",10,Villanova,Villanova
1959,1986,southeast,1,2,Georgia Tech,"Baton Rouge, LA",15,Marist,Georgia Tech
1960,1986,southeast,2,1,Kentucky,"Charlotte, NC",8,Western Kentucky,Kentucky
1961,1986,southeast,2,5,Alabama,"Charlotte, NC",4,Illinois,Alabama
1962,1986,southeast,2,11,LSU,"Baton Rouge, LA",3,Memphis,LSU
1963,1986,southeast,2,10,Villanova,"Baton Rouge, LA",2,Georgia Tech,Georgia Tech
1964,1986,southeast,3,1,Kentucky,"Atlanta, GA",5,Alabama,Kentucky
1965,1986,southeast,3,11,LSU,"Atlanta, GA",2,Georgia Tech,LSU
1966,1986,southeast,4,1,Kentucky,"Atlanta, GA",11,LSU,LSU
1967,1986,west,1,1,St. John's (NY),"Long Beach, CA",16,Montana State,St. John's (NY)
1968,1986,west,1,8,Auburn,"Long Beach, CA",9,Arizona,Auburn
1969,1986,west,1,5,Maryland,"Long Beach, CA",12,Pepperdine,Maryland
1970,1986,west,1,4,UNLV,"Long Beach, CA",13,Louisiana-Monroe,UNLV
1971,1986,west,1,6,Alabama-Birmingham,"Ogden, UT",11,Missouri,Alabama-Birmingham
1972,1986,west,1,3,UNC,"Ogden, UT",14,Utah,UNC
1973,1986,west,1,7,Bradley,"Ogden, UT",10,UTEP,Bradley
1974,1986,west,1,2,Louisville,"Ogden, UT",15,Drexel,Louisville
1975,1986,west,2,1,St. John's (NY),"Long Beach, CA",8,Auburn,Auburn
1976,1986,west,2,5,Maryland,"Long Beach, CA",4,UNLV,UNLV
1977,1986,west,2,6,Alabama-Birmingham,"Ogden, UT",3,UNC,UNC
1978,1986,west,2,7,Bradley,"Ogden, UT",2,Louisville,Louisville
1979,1986,west,3,8,Auburn,"Houston, TX",4,UNLV,Auburn
1980,1986,west,3,3,UNC,"Houston, TX",2,Louisville,Louisville
1981,1986,west,4,8,Auburn,"Houston, TX",2,Louisville,Louisville
1982,1986,final four,5,2,Louisville,"Dallas, TX",11,LSU,Louisville
1983,1986,final four,5,1,Kansas,"Dallas, TX",1,Duke,Duke
1984,1986,final four,6,2,Louisville,"Dallas, TX",1,Duke,Louisville
1985,1985,east,1,1,Georgetown,"Hartford, CT",16,Lehigh,Georgetown
1986,1985,east,1,8,Temple,"Hartford, CT",9,Virginia Tech,Temple
1987,1985,east,1,5,SMU,"Hartford, CT",12,Old Dominion,SMU
1988,1985,east,1,4,Loyola (IL),"Hartford, CT",13,Iona,Loyola (IL)
1989,1985,east,1,6,Georgia,"Atlanta, GA",11,Wichita State,Georgia
1990,1985,east,1,3,Illinois,"Atlanta, GA",14,Northeastern,Illinois
1991,1985,east,1,7,Syracuse,"Atlanta, GA",10,DePaul,Syracuse
1992,1985,east,1,2,Georgia Tech,"Atlanta, GA",15,Mercer,Georgia Tech
1993,1985,east,2,1,Georgetown,"Hartford, CT",8,Temple,Georgetown
1994,1985,east,2,5,SMU,"Hartford, CT",4,Loyola (IL),Loyola (IL)
1995,1985,east,2,6,Georgia,"Atlanta, GA",3,Illinois,Illinois
1996,1985,east,2,7,Syracuse,"Atlanta, GA",2,Georgia Tech,Georgia Tech
1997,1985,east,3,1,Georgetown,"Providence, RI",4,Loyola (IL),Georgetown
1998,1985,east,3,3,Illinois,"Providence, RI",2,Georgia Tech,Georgia Tech
1999,1985,east,4,1,Georgetown,"Providence, RI",2,Georgia Tech,Georgetown
2000,1985,midwest,1,1,Oklahoma,"Tulsa, OK",16,North Carolina A&T;,Oklahoma
2001,1985,midwest,1,8,USC,"Tulsa, OK",9,Illinois State,Illinois State
2002,1985,midwest,1,5,Louisiana Tech,"Tulsa, OK",12,Pitt,Louisiana Tech
2003,1985,midwest,1,4,Ohio State,"Tulsa, OK",13,Iowa State,Ohio State
2004,1985,midwest,1,6,Texas Tech,"Houston, TX",11,Boston College,Boston College
2005,1985,midwest,1,3,Duke,"Houston, TX",14,Pepperdine,Duke
2006,1985,midwest,1,7,Alabama-Birmingham,"Houston, TX",10,Michigan State,Alabama-Birmingham
2007,1985,midwest,1,2,Memphis,"Houston, TX",15,Penn,Memphis
2008,1985,midwest,2,1,Oklahoma,"Tulsa, OK",9,Illinois State,Oklahoma
2009,1985,midwest,2,5,Louisiana Tech,"Tulsa, OK",4,Ohio State,Louisiana Tech
2010,1985,midwest,2,11,Boston College,"Houston, TX",3,Duke,Boston College
2011,1985,midwest,2,7,Alabama-Birmingham,"Houston, TX",2,Memphis,Memphis
2012,1985,midwest,3,1,Oklahoma,"Dallas, TX",5,Louisiana Tech,Oklahoma
2013,1985,midwest,3,11,Boston College,"Dallas, TX",2,Memphis,Memphis
2014,1985,midwest,4,1,Oklahoma,"Dallas, TX",2,Memphis,Memphis
2015,1985,southeast,1,1,Michigan,"Dayton, OH",16,Fairleigh Dickinson,Michigan
2016,1985,southeast,1,8,Villanova,"Dayton, OH",9,Dayton,Villanova
2017,1985,southeast,1,5,Maryland,"Dayton, OH",12,Miami (OH),Maryland
2018,1985,southeast,1,4,LSU,"Dayton, OH",13,Navy,Navy
2019,1985,southeast,1,6,Purdue,"South Bend, IN",11,Auburn,Auburn
2020,1985,southeast,1,3,Kansas,"South Bend, IN",14,Ohio,Kansas
2021,1985,southeast,1,7,Notre Dame,"South Bend, IN",10,Oregon State,Notre Dame
2022,1985,southeast,1,2,UNC,"South Bend, IN",15,Middle Tennessee,UNC
2023,1985,southeast,2,1,Michigan,"Dayton, OH",8,Villanova,Villanova
2024,1985,southeast,2,5,Maryland,"Dayton, OH",13,Navy,Maryland
2025,1985,southeast,2,11,Auburn,"South Bend, IN",3,Kansas,Auburn
2026,1985,southeast,2,7,Notre Dame,"South Bend, IN",2,UNC,UNC
2027,1985,southeast,3,8,Villanova,"Birmingham, AL",5,Maryland,Villanova
2028,1985,southeast,3,11,Auburn,"Birmingham, AL",2,UNC,UNC
2029,1985,southeast,4,8,Villanova,"Birmingham, AL",2,UNC,Villanova
2030,1985,west,1,1,St. John's (NY),"Salt Lake City, UT",16,Southern,St. John's (NY)
2031,1985,west,1,8,Iowa,"Salt Lake City, UT",9,Arkansas,Arkansas
2032,1985,west,1,5,Washington,"Salt Lake City, UT",12,Kentucky,Kentucky
2033,1985,west,1,4,UNLV,"Salt Lake City, UT",13,San Diego State,UNLV
2034,1985,west,1,6,Tulsa,"Albuquerque, NM",11,UTEP,UTEP
2035,1985,west,1,3,North Carolina State,"Albuquerque, NM",14,Nevada,North Carolina State
2036,1985,west,1,7,Alabama,"Albuquerque, NM",10,Arizona,Alabama
2037,1985,west,1,2,VCU,"Albuquerque, NM",15,Marshall,VCU
2038,1985,west,2,1,St. John's (NY),"Salt Lake City, UT",9,Arkansas,St. John's (NY)
2039,1985,west,2,12,Kentucky,"Salt Lake City, UT",4,UNLV,Kentucky
2040,1985,west,2,11,UTEP,"Albuquerque, NM",3,North Carolina State,North Carolina State
2041,1985,west,2,7,Alabama,"Albuquerque, NM",2,VCU,Alabama
2042,1985,west,3,1,St. John's (NY),"Denver, CO",12,Kentucky,St. John's (NY)
2043,1985,west,3,3,North Carolina State,"Denver, CO",7,Alabama,North Carolina State
2044,1985,west,4,1,St. John's (NY),"Denver, CO",3,North Carolina State,St. John's (NY)
2045,1985,final four,5,8,Villanova,"Lexington, KY",2,Memphis,Villanova
2046,1985,final four,5,1,St. John's (NY),"Lexington, KY",1,Georgetown,Georgetown
2047,1985,final four,6,8,Villanova,"Lexington, KY",1,Georgetown,Villanova
2048,1984,east,1,8,Temple,"Charlotte, NC",9,St. John's (NY),Temple
2049,1984,east,1,5,Auburn,"Charlotte, NC",12,Richmond,Richmond
2050,1984,east,1,6,VCU,"East Rutherford, NJ",11,Northeastern,VCU
2051,1984,east,1,7,Virginia,"East Rutherford, NJ",10,Iona,Virginia
2052,1984,east,2,1,UNC,"Charlotte, NC",8,Temple,UNC
2053,1984,east,2,12,Richmond,"Charlotte, NC",4,Indiana,Indiana
2054,1984,east,2,6,VCU,"East Rutherford, NJ",3,Syracuse,Syracuse
2055,1984,east,2,7,Virginia,"East Rutherford, NJ",2,Arkansas,Virginia
2056,1984,east,3,1,UNC,"Atlanta, GA",4,Indiana,Indiana
2057,1984,east,3,3,Syracuse,"Atlanta, GA",7,Virginia,Virginia
2058,1984,east,4,4,Indiana,"Atlanta, GA",7,Virginia,Virginia
2059,1984,mideast,1,8,BYU,"Birmingham, AL",9,Alabama-Birmingham,BYU
2060,1984,mideast,1,5,Louisville,"Milwaukee, WI",12,Morehead State,Louisville
2061,1984,mideast,1,6,Oregon State,"Birmingham, AL",11,West Virginia,West Virginia
2062,1984,mideast,1,7,Villanova,"Milwaukee, WI",10,Marshall,Villanova
2063,1984,mideast,2,1,Kentucky,"Birmingham, AL",8,BYU,Kentucky
2064,1984,mideast,2,5,Louisville,"Milwaukee, WI",4,Tulsa,Louisville
2065,1984,mideast,2,11,West Virginia,"Birmingham, AL",3,Maryland,Maryland
2066,1984,mideast,2,7,Villanova,"Milwaukee, WI",2,Illinois,Illinois
2067,1984,mideast,3,1,Kentucky,"Lexington, KY",5,Louisville,Kentucky
2068,1984,mideast,3,3,Maryland,"Lexington, KY",2,Illinois,Illinois
2069,1984,mideast,4,1,Kentucky,"Lexington, KY",2,Illinois,Kentucky
2070,1984,midwest,1,8,Illinois State,"Lincoln, NE",9,Alabama,Illinois State
2071,1984,midwest,1,5,Kansas,"Lincoln, NE",12,Alcorn State,Kansas
2072,1984,midwest,1,6,Memphis,"Memphis, TN",11,Oral Roberts,Memphis
2073,1984,midwest,1,7,Fresno State,"Memphis, TN",10,Louisiana Tech,Louisiana Tech
2074,1984,midwest,2,1,DePaul,"Lincoln, NE",8,Illinois State,DePaul
2075,1984,midwest,2,5,Kansas,"Lincoln, NE",4,Wake Forest,Wake Forest
2076,1984,midwest,2,6,Memphis,"Memphis, TN",3,Purdue,Memphis
2077,1984,midwest,2,10,Louisiana Tech,"Memphis, TN",2,Houston,Houston
2078,1984,midwest,3,1,DePaul,"St. Louis, MO",4,Wake Forest,Wake Forest
2079,1984,midwest,3,6,Memphis,"St. Louis, MO",2,Houston,Houston
2080,1984,midwest,4,4,Wake Forest,"St. Louis, MO",2,Houston,Houston
2081,1984,west,1,8,Miami (OH),"Pullman, WA",9,SMU,SMU
2082,1984,west,1,5,UNLV,"Salt Lake City, UT",12,Princeton,UNLV
2083,1984,west,1,6,Washington,"Pullman, WA",11,Nevada,Washington
2084,1984,west,1,7,LSU,"Salt Lake City, UT",10,Dayton,Dayton
2085,1984,west,2,1,Georgetown,"Pullman, WA",9,SMU,Georgetown
2086,1984,west,2,5,UNLV,"Salt Lake City, UT",4,UTEP,UNLV
2087,1984,west,2,6,Washington,"Pullman, WA",3,Duke,Washington
2088,1984,west,2,10,Dayton,"Salt Lake City, UT",2,Oklahoma,Dayton
2089,1984,west,3,1,Georgetown,"Los Angeles, CA",5,UNLV,Georgetown
2090,1984,west,3,6,Washington,"Los Angeles, CA",10,Dayton,Dayton
2091,1984,west,4,1,Georgetown,"Los Angeles, CA",10,Dayton,Georgetown
2092,1984,final four,5,1,Georgetown,"Seattle, WA",1,Kentucky,Georgetown
2093,1984,final four,5,7,Virginia,"Seattle, WA",2,Houston,Houston
2094,1984,final four,6,1,Georgetown,"Seattle, WA",2,Houston,Georgetown
2095,1983,east,1,8,Louisiana-Lafayette,"Hartford, CT",9,Rutgers,Rutgers
2096,1983,east,1,5,VCU,"Greensboro, NC",12,La Salle,VCU
2097,1983,east,1,6,Syracuse,"Hartford, CT",11,Morehead State,Syracuse
2098,1983,east,1,7,West Virginia,"Greensboro, NC",10,James Madison,James Madison
2099,1983,east,2,1,St. John's (NY),"Hartford, CT",9,Rutgers,St. John's (NY)
2100,1983,east,2,5,VCU,"Greensboro, NC",4,Georgia,Georgia
2101,1983,east,2,6,Syracuse,"Hartford, CT",3,Ohio State,Ohio State
2102,1983,east,2,10,James Madison,"Greensboro, NC",2,UNC,UNC
2103,1983,east,3,1,St. John's (NY),"Syracuse, NY",4,Georgia,Georgia
2104,1983,east,3,3,Ohio State,"Syracuse, NY",2,UNC,UNC
2105,1983,east,4,4,Georgia,"Syracuse, NY",2,UNC,Georgia
2106,1983,mideast,1,8,Tennessee,"Evansville, IN",9,Marquette,Tennessee
2107,1983,mideast,1,5,Purdue,"Tampa, FL",12,Robert Morris,Purdue
2108,1983,mideast,1,6,Illinois State,"Tampa, FL",11,Ohio,Ohio
2109,1983,mideast,1,7,Oklahoma,"Evansville, IN",10,Alabama-Birmingham,Oklahoma
2110,1983,mideast,2,1,Louisville,"Evansville, IN",8,Tennessee,Louisville
2111,1983,mideast,2,5,Purdue,"Tampa, FL",4,Arkansas,Arkansas
2112,1983,mideast,2,11,Ohio,"Tampa, FL",3,Kentucky,Kentucky
2113,1983,mideast,2,7,Oklahoma,"Evansville, IN",2,Indiana,Indiana
2114,1983,mideast,3,1,Louisville,"Knoxville, KY",4,Arkansas,Louisville
2115,1983,mideast,3,3,Kentucky,"Knoxville, KY",2,Indiana,Kentucky
2116,1983,mideast,4,1,Louisville,"Knoxville, KY",3,Kentucky,Louisville
2117,1983,midwest,1,8,Maryland,"Houston, TX",9,Chattanooga,Maryland
2118,1983,midwest,1,5,Georgetown,"Louisville, KY",12,Alcorn State,Georgetown
2119,1983,midwest,1,6,Alabama,"Houston, TX",11,Lamar,Lamar
2120,1983,midwest,1,7,Iowa,"Louisville, KY",10,Utah State,Iowa
2121,1983,midwest,2,1,Houston,"Houston, TX",8,Maryland,Houston
2122,1983,midwest,2,5,Georgetown,"Louisville, KY",4,Memphis,Memphis
2123,1983,midwest,2,11,Lamar,"Houston, TX",3,Villanova,Villanova
2124,1983,midwest,2,7,Iowa,"Louisville, KY",2,Missouri,Iowa
2125,1983,midwest,3,1,Houston,"Kansas City, MO",4,Memphis,Houston
2126,1983,midwest,3,3,Villanova,"Kansas City, MO",7,Iowa,Villanova
2127,1983,midwest,4,1,Houston,"Kansas City, MO",3,Villanova,Houston
2128,1983,west,1,8,Washington State,"Boise, ID",9,Weber State,Washington State
2129,1983,west,1,5,Oklahoma State,"Corvallis, OR",12,Princeton,Princeton
2130,1983,west,1,6,North Carolina State,"Corvallis, OR",11,Pepperdine,North Carolina State
2131,1983,west,1,7,Illinois,"Boise, ID",10,Utah,Utah
2132,1983,west,2,1,Virginia,"Boise, ID",8,Washington State,Virginia
2133,1983,west,2,12,Princeton,"Corvallis, OR",4,Boston College,Boston College
2134,1983,west,2,6,North Carolina State,"Corvallis, OR",3,UNLV,North Carolina State
2135,1983,west,2,10,Utah,"Boise, ID",2,UCLA,Utah
2136,1983,west,3,1,Virginia,"Ogden, UT",4,Boston College,Virginia
2137,1983,west,3,6,North Carolina State,"Ogden, UT",10,Utah,North Carolina State
2138,1983,west,4,1,Virginia,"Ogden, UT",6,North Carolina State,North Carolina State
2139,1983,final four,5,6,North Carolina State,"Albuquerque, NM",4,Georgia,North Carolina State
2140,1983,final four,5,1,Louisville,"Albuquerque, NM",1,Houston,Houston
2141,1983,final four,6,6,North Carolina State,"Albuquerque, NM",1,Houston,North Carolina State
2142,1982,east,1,8,Ohio State,"Charlotte, NC",9,James Madison,James Madison
2143,1982,east,1,5,St. John's (NY),"Uniondale, NY",12,Penn,St. John's (NY)
2144,1982,east,1,6,St. Joseph's,"Uniondale, NY",11,Northeastern,Northeastern
2145,1982,east,1,7,Wake Forest,"Charlotte, NC",10,Old Dominion,Wake Forest
2146,1982,east,2,1,UNC,"Charlotte, NC",9,James Madison,UNC
2147,1982,east,2,5,St. John's (NY),"Uniondale, NY",4,Alabama,Alabama
2148,1982,east,2,11,Northeastern,"Uniondale, NY",3,Villanova,Villanova
2149,1982,east,2,7,Wake Forest,"Charlotte, NC",2,Memphis,Memphis
2150,1982,east,3,1,UNC,"Raleigh, NC",4,Alabama,UNC
2151,1982,east,3,3,Villanova,"Raleigh, NC",2,Memphis,Villanova
2152,1982,east,4,1,UNC,"Raleigh, NC",3,Villanova,UNC
2153,1982,mideast,1,8,Louisiana-Lafayette,"Indianapolis, IN",9,Tennessee,Tennessee
2154,1982,mideast,1,5,Indiana,"Nashville, TN",12,Robert Morris,Indiana
2155,1982,mideast,1,6,Kentucky,"Nashville, TN",11,Middle Tennessee,Middle Tennessee
2156,1982,mideast,1,7,North Carolina State,"Indianapolis, IN",10,Chattanooga,Chattanooga
2157,1982,mideast,2,1,Virginia,"Indianapolis, IN",9,Tennessee,Virginia
2158,1982,mideast,2,5,Indiana,"Nashville, TN",4,Alabama-Birmingham,Alabama-Birmingham
2159,1982,mideast,2,11,Middle Tennessee,"Nashville, TN",3,Louisville,Louisville
2160,1982,mideast,2,10,Chattanooga,"Indianapolis, IN",2,Minnesota,Minnesota
2161,1982,mideast,3,1,Virginia,"Birmingham, AL",4,Alabama-Birmingham,Alabama-Birmingham
2162,1982,mideast,3,3,Louisville,"Birmingham, AL",2,Minnesota,Louisville
2163,1982,mideast,4,4,Alabama-Birmingham,"Birmingham, AL",3,Louisville,Louisville
2164,1982,midwest,1,8,Boston College,"Dallas, TX",9,San Francisco,Boston College
2165,1982,midwest,1,5,Kansas State,"Dallas, TX",12,Northern Illinois,Kansas State
2166,1982,midwest,1,6,Houston,"Tulsa, OK",11,Alcorn State,Houston
2167,1982,midwest,1,7,Marquette,"Tulsa, OK",10,Evansville,Marquette
2168,1982,midwest,2,1,DePaul,"Dallas, TX",8,Boston College,Boston College
2169,1982,midwest,2,5,Kansas State,"Dallas, TX",4,Arkansas,Kansas State
2170,1982,midwest,2,6,Houston,"Tulsa, OK",3,Tulsa,Houston
2171,1982,midwest,2,7,Marquette,"Tulsa, OK",2,Missouri,Missouri
